tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-407,Rotterdam,Hard,32,500,I,20260210,7,GJ37,7.0,,Tallon Griekspoor,R,188.0,NED,29.61,27.0,1585.0,M0GZ,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.595,56.0,905.0,6-4 6-4,3,R32,72.0,10.0,0.0,63.0,39.0,32.0,16.0,10.0,6.0,6.0,7.0,3.0,54.0,38.0,31.0,5.0,10.0,2.0,4.0
2026-407,Rotterdam,Hard,32,500,I,20260210,8,HB64,,,Quentin Halys,R,191.0,FRA,29.292,77.0,725.0,R0KD,,,Mees Rottgering,L,180.0,NED,18.598,614.0,59.0,3-6 6-1 6-1,3,R32,113.0,11.0,3.0,76.0,47.0,38.0,10.0,12.0,5.0,7.0,2.0,3.0,92.0,49.0,24.0,22.0,11.0,8.0,13.0
2026-407,Rotterdam,Hard,32,500,I,20260210,9,SL28,,,Jan-Lennard Struff,R,193.0,GER,35.797,82.0,706.0,GF95,,,Hugo Grenier,R,196.0,FRA,29.886,188.0,323.0,6-0 6-4,3,R32,64.0,3.0,1.0,45.0,23.0,19.0,14.0,8.0,1.0,2.0,1.0,3.0,50.0,25.0,17.0,6.0,8.0,7.0,12.0
2026-424,Dallas,Hard,32,500,I,20260210,2,K0AH,,,Sebastian Korda,R,196.0,USA,25.602,53.0,960.0,Z0BZ,,,Michael Zheng,R,188.0,USA,22.04,151.0,414.0,6-3 6-4,3,R32,67.0,9.0,1.0,51.0,30.0,29.0,12.0,10.0,1.0,1.0,3.0,1.0,60.0,46.0,30.0,8.0,9.0,6.0,8.0
2026-424,Dallas,Hard,32,500,I,20260210,3,DH50,3.0,,Alejandro Davidovich Fokina,R,180.0,ESP,26.686,14.0,2535.0,S0K7,,,Zachary Svajda,R,175.0,USA,23.201,110.0,551.0,6-4 7-6(1),3,R32,94.0,6.0,0.0,71.0,51.0,37.0,13.0,11.0,3.0,4.0,10.0,0.0,74.0,53.0,43.0,4.0,11.0,3.0,5.0
2026-424,Dallas,Hard,32,500,I,20260210,4,TD51,8.0,,Frances Tiafoe,R,188.0,USA,28.057,30.0,1510.0,A0GC,,,Terence Atmane,L,193.0,FRA,24.088,64.0,849.0,4-6 6-2 6-2,3,R32,108.0,3.0,1.0,77.0,43.0,32.0,19.0,13.0,3.0,5.0,12.0,3.0,74.0,45.0,32.0,10.0,13.0,2.0,7.0
2026-424,Dallas,Hard,32,500,I,20260210,5,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.448,66.0,820.0,SY67,,,Sho Shimabukuro,R,180.0,JPN,28.534,144.0,441.0,6-7(3) 6-3 7-6(3),3,R32,124.0,6.0,1.0,94.0,64.0,49.0,24.0,17.0,1.0,2.0,13.0,1.0,99.0,59.0,49.0,23.0,16.0,1.0,3.0
2026-424,Dallas,Hard,32,500,I,20260210,6,C977,,,Marin Cilic,R,198.0,CRO,37.369,61.0,890.0,T0HA,6,,Learner Tien,L,180.0,USA,20.192,23.0,1710.0,7-5 7-6(4),3,R32,110.0,9.0,3.0,82.0,47.0,41.0,14.0,12.0,2.0,4.0,9.0,6.0,75.0,42.0,32.0,13.0,12.0,1.0,4.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,4,EA24,7.0,,Tomas Martin Etcheverry,R,196.0,ARG,26.568,54.0,945.0,PH64,,,Andrea Pellegrino,R,185.0,ITA,28.887,145.0,434.0,6-3 6-4,3,R32,98.0,7.0,1.0,61.0,34.0,29.0,13.0,10.0,1.0,1.0,4.0,2.0,55.0,36.0,26.0,9.0,9.0,3.0,5.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,5,KI82,,,Vit Kopriva,R,178.0,CZE,28.657,95.0,632.0,B0GY,,,Alex Barrena,R,175.0,ARG,23.337,180.0,336.0,6-4 3-6 6-4,3,R32,147.0,4.0,5.0,86.0,57.0,39.0,12.0,14.0,3.0,7.0,4.0,4.0,109.0,68.0,43.0,17.0,15.0,6.0,11.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,6,B0FV,,,Roman Andres Burruchaga,R,183.0,ARG,24.049,104.0,568.0,DB63,,,Laslo Djere,R,188.0,SRB,30.694,91.0,651.0,6-2 6-4,3,R32,79.0,2.0,1.0,46.0,31.0,27.0,10.0,9.0,1.0,1.0,3.0,3.0,61.0,37.0,23.0,11.0,9.0,6.0,9.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,7,C0C8,,,Juan Manuel Cerundolo,L,183.0,ARG,24.238,80.0,717.0,AE14,5,,Daniel Altmaier,R,188.0,GER,27.414,51.0,995.0,6-2 6-2,3,R32,87.0,0.0,0.0,51.0,40.0,31.0,5.0,8.0,1.0,1.0,2.0,4.0,54.0,37.0,21.0,6.0,8.0,6.0,10.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,8,BS86,,,Tomas Barrios Vera,R,191.0,CHI,28.17,114.0,546.0,SX91,,,Thiago Seyboth Wild,R,185.0,BRA,25.922,197.0,305.0,4-6 6-5 RET,3,R32,123.0,4.0,1.0,58.0,37.0,24.0,11.0,11.0,3.0,7.0,8.0,3.0,75.0,49.0,29.0,14.0,10.0,7.0,10.0
2026-506,Buenos Aires,Clay,28,250,O,20260210,9,TE30,,,Alejandro Tabilo,L,188.0,CHI,28.693,71.0,774.0,D0CG,,,Facundo Diaz Acosta,L,183.0,ARG,25.155,285.0,182.0,7-6(5) 6-3,3,R32,110.0,2.0,1.0,71.0,49.0,37.0,13.0,11.0,2.0,2.0,6.0,2.0,62.0,41.0,29.0,13.0,10.0,0.0,1.0
2026-407,Rotterdam,Hard,32,500,I,20260211,10,M0JF,,,Hamad Medjedovic,R,188.0,SRB,22.571,79.0,717.0,BU13,,,Zizou Bergs,R,185.0,BEL,26.694,39.0,1170.0,7-6(5) 7-6(5),3,R32,139.0,8.0,6.0,96.0,60.0,41.0,19.0,12.0,7.0,10.0,10.0,4.0,97.0,50.0,31.0,28.0,12.0,5.0,8.0
2026-407,Rotterdam,Hard,32,500,I,20260211,11,W367,,,Stan Wawrinka,R,183.0,SUI,40.876,106.0,562.0,B0T6,,,Thijs Boogaard,R,183.0,NED,17.605,1048.0,17.0,6-3 6-4,3,R32,82.0,9.0,2.0,65.0,31.0,28.0,19.0,10.0,3.0,3.0,1.0,3.0,56.0,35.0,25.0,11.0,9.0,4.0,6.0
2026-407,Rotterdam,Hard,32,500,I,20260211,12,O483,,,Christopher O'Connell,R,183.0,AUS,31.693,119.0,511.0,N771,6,,Cameron Norrie,L,188.0,GBR,30.472,26.0,1603.0,7-6(9) 6-4,3,R16,117.0,12.0,1.0,84.0,49.0,31.0,23.0,11.0,1.0,2.0,6.0,2.0,80.0,52.0,39.0,11.0,11.0,2.0,4.0
2026-407,Rotterdam,Hard,32,500,I,20260211,13,BK92,3.0,,Alexander Bublik,R,196.0,KAZ,28.654,10.0,3235.0,HB71,,,Hubert Hurkacz,R,196.0,POL,28.999,70.0,775.0,6-7(2) 7-6(1) 7-5,3,R32,142.0,13.0,4.0,119.0,74.0,60.0,22.0,18.0,5.0,6.0,25.0,9.0,107.0,56.0,51.0,23.0,18.0,1.0,3.0
2026-407,Rotterdam,Hard,32,500,I,20260211,14,KE29,5.0,,Karen Khachanov,R,198.0,RUS,29.728,18.0,2320.0,D0C1,,,Jesper de Jong,R,180.0,NED,25.7,86.0,673.0,3-6 6-4 7-5,3,R32,143.0,10.0,2.0,87.0,54.0,41.0,20.0,15.0,4.0,6.0,7.0,3.0,103.0,52.0,37.0,27.0,16.0,4.0,7.0
2026-407,Rotterdam,Hard,32,500,I,20260211,15,TE51,,,Stefanos Tsitsipas,R,193.0,GRE,27.502,32.0,1445.0,RC91,8,,Arthur Rinderknech,R,196.0,FRA,30.557,28.0,1542.0,7-5 6-3,3,R32,81.0,2.0,4.0,57.0,36.0,31.0,14.0,11.0,1.0,1.0,4.0,5.0,60.0,37.0,32.0,7.0,10.0,3.0,5.0
2026-407,Rotterdam,Hard,32,500,I,20260211,16,D0H9,,,Guy Den Ouden,R,183.0,NED,23.847,169.0,355.0,F724,,,Marton Fucsovics,R,188.0,HUN,34.01,49.0,1009.0,7-6(5) 6-1,3,R32,111.0,2.0,3.0,92.0,53.0,34.0,22.0,10.0,11.0,12.0,2.0,4.0,62.0,35.0,22.0,15.0,9.0,1.0,4.0
2026-424,Dallas,Hard,32,500,I,20260211,7,SU55,7.0,,Denis Shapovalov,L,185.0,CAN,26.828,40.0,1160.0,J0DZ,,,Rafael Jodar,R,191.0,ESP,19.403,124.0,498.0,6-1 6-2,3,R32,69.0,7.0,3.0,44.0,22.0,16.0,15.0,7.0,5.0,6.0,1.0,1.0,59.0,36.0,17.0,7.0,8.0,4.0,10.0
2026-424,Dallas,Hard,32,500,I,20260211,8,FB98,1.0,,Taylor Fritz,R,196.0,USA,28.29,7.0,3940.0,GC88,,,Marcos Giron,R,180.0,USA,32.553,59.0,895.0,6-4 5-7 7-6(1),3,R32,146.0,21.0,1.0,99.0,70.0,57.0,14.0,17.0,3.0,5.0,9.0,2.0,113.0,74.0,52.0,21.0,17.0,8.0,10.0
2026-424,Dallas,Hard,32,500,I,20260211,9,S0S1,2.0,,Ben Shelton,L,193.0,USA,23.343,9.0,3560.0,D0F6,,,Gabriel Diallo,R,203.0,CAN,24.383,38.0,1175.0,6-4 6-4,3,R32,97.0,13.0,3.0,59.0,34.0,28.0,16.0,10.0,3.0,3.0,6.0,3.0,56.0,36.0,29.0,7.0,10.0,1.0,3.0
2026-424,Dallas,Hard,32,500,I,20260211,10,P0HT,,,Jack Pinnington Jones,R,180.0,GBR,22.872,181.0,331.0,C0E9,4,,Flavio Cobolli,R,183.0,ITA,23.77,20.0,1955.0,6-2 6-2,3,R32,53.0,11.0,2.0,38.0,28.0,25.0,7.0,8.0,0.0,0.0,4.0,2.0,42.0,22.0,13.0,8.0,8.0,1.0,5.0
2026-424,Dallas,Hard,32,500,I,20260211,11,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.455,78.0,721.0,K0A3,,,Patrick Kypson,R,188.0,USA,26.292,109.0,552.0,6-4 7-6(1),3,R32,84.0,24.0,2.0,57.0,36.0,34.0,14.0,11.0,0.0,0.0,7.0,1.0,70.0,50.0,36.0,12.0,11.0,5.0,6.0
2026-424,Dallas,Hard,32,500,I,20260211,12,M0QI,,,Alex Michelsen,R,193.0,USA,21.465,41.0,1160.0,D875,,,Grigor Dimitrov,R,191.0,BUL,34.743,43.0,1105.0,5-7 6-4 6-4,3,R32,125.0,16.0,4.0,92.0,71.0,54.0,12.0,16.0,4.0,5.0,14.0,5.0,89.0,53.0,44.0,17.0,16.0,1.0,3.0
2026-506,Buenos Aires,Clay,28,250,O,20260211,10,U182,6.0,,Camilo Ugo Carabelli,R,185.0,ARG,26.656,47.0,1028.0,C0DF,,,Francisco Comesana,R,178.0,ARG,25.35,63.0,869.0,6-4 7-6(3),3,R32,125.0,1.0,2.0,82.0,56.0,35.0,14.0,11.0,5.0,7.0,2.0,4.0,65.0,46.0,31.0,8.0,11.0,1.0,4.0
2026-506,Buenos Aires,Clay,28,250,O,20260211,11,BK40,8.0,,Matteo Berrettini,R,196.0,ITA,29.834,58.0,895.0,CE77,,,Federico Coria,R,180.0,ARG,33.927,322.0,156.0,7-5 7-5,3,R32,134.0,4.0,2.0,66.0,46.0,36.0,12.0,12.0,1.0,2.0,1.0,1.0,103.0,68.0,37.0,19.0,12.0,8.0,11.0
2026-506,Buenos Aires,Clay,28,250,O,20260211,12,B0ID,,,Ignacio Buse,R,183.0,PER,21.884,96.0,623.0,P0CT,,,Francesco Passaro,R,180.0,ITA,25.095,159.0,376.0,5-7 7-5 6-4,3,R32,154.0,4.0,2.0,103.0,63.0,48.0,18.0,17.0,3.0,6.0,1.0,3.0,102.0,61.0,40.0,25.0,17.0,6.0,10.0
2026-506,Buenos Aires,Clay,28,250,O,20260211,13,N0BS,,,Mariano Navone,R,178.0,ARG,24.956,73.0,760.0,N0AM,,,Emilio Nava,R,185.0,USA,24.194,81.0,710.0,6-2 6-1,3,R32,63.0,1.0,1.0,43.0,27.0,23.0,7.0,7.0,2.0,2.0,1.0,2.0,44.0,28.0,14.0,4.0,8.0,1.0,6.0
2026-407,Rotterdam,Hard,32,500,I,20260212,17,GJ37,7.0,,Tallon Griekspoor,R,188.0,NED,29.615,27.0,1585.0,HB64,,,Quentin Halys,R,191.0,FRA,29.298,77.0,725.0,7-5 7-6(11),3,R16,121.0,16.0,0.0,70.0,50.0,43.0,15.0,12.0,0.0,0.0,20.0,4.0,108.0,73.0,59.0,10.0,12.0,7.0,8.0
2026-407,Rotterdam,Hard,32,500,I,20260212,18,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,25.514,6.0,3950.0,P09Z,,,Alexei Popyrin,R,196.0,AUS,26.524,50.0,1000.0,7-5 6-3,3,R32,92.0,8.0,3.0,61.0,41.0,34.0,11.0,11.0,2.0,2.0,6.0,1.0,57.0,39.0,26.0,11.0,10.0,1.0,3.0
2026-407,Rotterdam,Hard,32,500,I,20260212,19,DH58,1.0,,Alex de Minaur,R,183.0,AUS,26.987,8.0,3835.0,W367,,,Stan Wawrinka,R,183.0,SUI,40.879,106.0,562.0,6-4 6-2,3,R16,69.0,3.0,0.0,43.0,29.0,22.0,10.0,9.0,0.0,1.0,3.0,4.0,57.0,26.0,15.0,15.0,9.0,2.0,6.0
2026-407,Rotterdam,Hard,32,500,I,20260212,20,MU94,,,Jaume Munar,R,183.0,ESP,28.775,37.0,1185.0,KE29,5,,Karen Khachanov,R,198.0,RUS,29.73,18.0,2320.0,7-6(8) 3-6 6-3,3,R16,152.0,4.0,3.0,87.0,49.0,43.0,23.0,15.0,0.0,1.0,7.0,0.0,104.0,66.0,51.0,22.0,15.0,4.0,5.0
2026-407,Rotterdam,Hard,32,500,I,20260212,21,HH26,,,Ugo Humbert,L,188.0,FRA,27.633,36.0,1335.0,D0H9,,,Guy Den Ouden,R,183.0,NED,23.849,169.0,355.0,6-4 6-3,3,R16,80.0,3.0,2.0,56.0,30.0,19.0,18.0,10.0,2.0,4.0,0.0,2.0,53.0,30.0,16.0,12.0,9.0,0.0,4.0
2026-407,Rotterdam,Hard,32,500,I,20260212,22,V812,,,Botic van de Zandschulp,R,191.0,NED,30.36,65.0,849.0,TE51,,,Stefanos Tsitsipas,R,193.0,GRE,27.504,32.0,1445.0,6-4 7-6(4),3,R16,109.0,4.0,4.0,76.0,50.0,39.0,14.0,11.0,5.0,6.0,8.0,4.0,85.0,53.0,35.0,15.0,11.0,3.0,5.0
2026-424,Dallas,Hard,32,500,I,20260212,13,K0AH,,,Sebastian Korda,R,196.0,USA,25.607,53.0,960.0,TD51,8,,Frances Tiafoe,R,188.0,USA,28.063,30.0,1510.0,7-5 6-1,3,R16,68.0,8.0,1.0,50.0,34.0,30.0,8.0,10.0,1.0,2.0,8.0,1.0,49.0,32.0,22.0,6.0,9.0,3.0,7.0
2026-424,Dallas,Hard,32,500,I,20260212,14,FB98,1.0,,Taylor Fritz,R,196.0,USA,28.293,7.0,3940.0,N0AE,,,Brandon Nakashima,R,188.0,USA,24.528,29.0,1535.0,6-3 6-4,3,R16,69.0,15.0,3.0,54.0,41.0,34.0,8.0,10.0,3.0,3.0,5.0,0.0,50.0,34.0,22.0,10.0,9.0,0.0,2.0
2026-424,Dallas,Hard,32,500,I,20260212,15,DH50,3.0,,Alejandro Davidovich Fokina,R,180.0,ESP,26.691,14.0,2535.0,M0QI,,,Alex Michelsen,R,193.0,USA,21.467,41.0,1160.0,6-4 6-4,3,R16,78.0,7.0,0.0,68.0,52.0,40.0,7.0,10.0,1.0,1.0,7.0,1.0,59.0,42.0,31.0,7.0,10.0,1.0,3.0
2026-424,Dallas,Hard,32,500,I,20260212,16,PL56,5.0,,Tommy Paul,R,185.0,USA,28.742,24.0,1700.0,B0CD,,,Jenson Brooksby,R,193.0,USA,25.298,45.0,1042.0,4-6 6-4 7-6(4),3,R32,142.0,10.0,1.0,90.0,54.0,46.0,22.0,16.0,1.0,2.0,3.0,1.0,100.0,59.0,45.0,23.0,16.0,3.0,4.0
2026-424,Dallas,Hard,32,500,I,20260212,17,ME82,,,Adrian Mannarino,L,180.0,FRA,37.624,52.0,975.0,W09E,,,Adam Walton,R,183.0,AUS,26.825,93.0,643.0,6-4 6-2,3,R32,84.0,5.0,0.0,56.0,35.0,24.0,12.0,9.0,7.0,9.0,4.0,0.0,53.0,29.0,14.0,12.0,9.0,1.0,6.0
2026-424,Dallas,Hard,32,500,I,20260212,18,Q02L,,,Ethan Quinn,R,191.0,USA,21.922,74.0,758.0,S0VM,,,Trevor Svajda,R,175.0,USA,19.817,363.0,131.0,7-6(3) 7-5,3,R32,106.0,8.0,3.0,72.0,47.0,41.0,9.0,12.0,2.0,3.0,6.0,1.0,78.0,44.0,34.0,15.0,12.0,4.0,6.0
2026-424,Dallas,Hard,32,500,I,20260212,19,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.14,68.0,781.0,D994,,,James Duckworth,R,183.0,AUS,34.062,83.0,691.0,6-2 6-4,3,R32,79.0,8.0,0.0,45.0,32.0,28.0,8.0,9.0,0.0,0.0,5.0,1.0,76.0,49.0,27.0,14.0,9.0,5.0,8.0
2026-506,Buenos Aires,Clay,28,250,O,20260212,14,C0AU,1.0,,Francisco Cerundolo,R,185.0,ARG,27.502,19.0,2135.0,DA31,,,Hugo Dellien,R,180.0,BOL,32.66,167.0,355.0,6-0 7-6(6),3,R16,84.0,4.0,0.0,60.0,39.0,30.0,15.0,9.0,5.0,5.0,2.0,1.0,65.0,46.0,25.0,11.0,9.0,6.0,9.0
2026-506,Buenos Aires,Clay,28,250,O,20260212,15,TE30,,,Alejandro Tabilo,L,188.0,CHI,28.698,71.0,774.0,F0FV,3,,Joao Fonseca,R,188.0,BRA,19.48,33.0,1440.0,6-3 3-6 7-5,3,R16,144.0,5.0,1.0,84.0,52.0,40.0,16.0,15.0,4.0,7.0,5.0,0.0,102.0,61.0,39.0,24.0,15.0,7.0,11.0
2026-506,Buenos Aires,Clay,28,250,O,20260212,16,EA24,7.0,,Tomas Martin Etcheverry,R,196.0,ARG,26.574,54.0,945.0,B0FV,,,Roman Andres Burruchaga,R,183.0,ARG,24.055,104.0,568.0,7-6(5) 6-7(3) 6-4,3,R16,217.0,6.0,3.0,122.0,81.0,55.0,19.0,17.0,6.0,10.0,4.0,5.0,121.0,81.0,53.0,21.0,17.0,8.0,13.0
2026-506,Buenos Aires,Clay,28,250,O,20260212,17,KI82,,,Vit Kopriva,R,178.0,CZE,28.663,95.0,632.0,BK40,8,,Matteo Berrettini,R,196.0,ITA,29.837,58.0,895.0,6-4 6-3,3,R16,94.0,0.0,0.0,56.0,35.0,27.0,14.0,10.0,2.0,2.0,4.0,0.0,69.0,43.0,29.0,13.0,9.0,6.0,8.0
2026-506,Buenos Aires,Clay,28,250,O,20260212,18,D0FJ,2.0,,Luciano Darderi,R,183.0,ITA,23.995,22.0,1789.0,BS86,,,Tomas Barrios Vera,R,191.0,CHI,28.175,114.0,546.0,6-1 6-3,3,R16,82.0,6.0,4.0,49.0,22.0,21.0,13.0,8.0,3.0,4.0,0.0,1.0,55.0,34.0,16.0,6.0,8.0,4.0,9.0
2026-407,Rotterdam,Hard,32,500,I,20260213,23,BK92,3.0,,Alexander Bublik,R,196.0,KAZ,28.66,10.0,3235.0,SL28,,,Jan-Lennard Struff,R,193.0,GER,35.806,82.0,706.0,7-6(2) 4-6 6-3,3,R16,125.0,13.0,7.0,112.0,54.0,41.0,33.0,16.0,5.0,7.0,9.0,2.0,90.0,57.0,46.0,16.0,15.0,7.0,9.0
2026-407,Rotterdam,Hard,32,500,I,20260213,24,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,25.517,6.0,3950.0,M0JF,,,Hamad Medjedovic,R,188.0,SRB,22.576,79.0,717.0,6-4 6-4,3,R16,90.0,9.0,1.0,56.0,36.0,30.0,11.0,10.0,1.0,1.0,5.0,1.0,66.0,40.0,28.0,14.0,10.0,2.0,4.0
2026-407,Rotterdam,Hard,32,500,I,20260213,25,DH58,1.0,,Alex de Minaur,R,183.0,AUS,26.99,8.0,3835.0,V812,,,Botic van de Zandschulp,R,191.0,NED,30.363,65.0,849.0,3-6 7-6(4) 7-5,3,QF,164.0,4.0,3.0,100.0,67.0,50.0,18.0,16.0,5.0,7.0,12.0,8.0,119.0,69.0,52.0,24.0,17.0,3.0,5.0
2026-407,Rotterdam,Hard,32,500,I,20260213,26,HH26,,,Ugo Humbert,L,188.0,FRA,27.636,36.0,1335.0,O483,,,Christopher O'Connell,R,183.0,AUS,31.699,119.0,511.0,6-4 6-1,3,QF,77.0,5.0,2.0,49.0,26.0,25.0,13.0,9.0,0.0,0.0,4.0,1.0,50.0,27.0,16.0,11.0,8.0,4.0,7.0
2026-407,Rotterdam,Hard,32,500,I,20260213,27,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,25.517,6.0,3950.0,GJ37,7,,Tallon Griekspoor,R,188.0,NED,29.618,27.0,1585.0,7-6(2) 6-2,3,QF,104.0,9.0,3.0,63.0,37.0,34.0,14.0,10.0,1.0,1.0,3.0,3.0,68.0,46.0,32.0,9.0,10.0,4.0,6.0
2026-424,Dallas,Hard,32,500,I,20260213,20,S0S1,2.0,,Ben Shelton,L,193.0,USA,23.348,9.0,3560.0,ME82,,,Adrian Mannarino,L,180.0,FRA,37.626,52.0,975.0,7-6(2) 6-7(4) 6-3,3,R16,160.0,23.0,1.0,108.0,77.0,59.0,16.0,17.0,6.0,8.0,12.0,4.0,107.0,63.0,47.0,21.0,16.0,3.0,6.0
2026-424,Dallas,Hard,32,500,I,20260213,21,SU55,7.0,,Denis Shapovalov,L,185.0,CAN,26.834,40.0,1160.0,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.461,78.0,721.0,6-4 6-4,3,R16,66.0,22.0,1.0,48.0,32.0,30.0,10.0,10.0,0.0,0.0,4.0,2.0,56.0,37.0,29.0,7.0,10.0,2.0,4.0
2026-424,Dallas,Hard,32,500,I,20260213,22,C977,,,Marin Cilic,R,198.0,CRO,37.377,61.0,890.0,Q02L,,,Ethan Quinn,R,191.0,USA,21.925,74.0,758.0,7-6(4) 6-3,3,R16,97.0,15.0,5.0,62.0,38.0,38.0,14.0,11.0,0.0,0.0,12.0,1.0,76.0,49.0,38.0,12.0,10.0,4.0,5.0
2026-424,Dallas,Hard,32,500,I,20260213,23,P0HT,,,Jack Pinnington Jones,R,180.0,GBR,22.877,181.0,331.0,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.142,68.0,781.0,7-6(5) 4-6 7-6(4),3,R16,172.0,14.0,8.0,116.0,81.0,66.0,15.0,17.0,4.0,5.0,13.0,0.0,101.0,77.0,60.0,16.0,17.0,0.0,0.0
2026-424,Dallas,Hard,32,500,I,20260213,24,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.456,66.0,820.0,PL56,5,,Tommy Paul,R,185.0,USA,28.745,24.0,1700.0,5-7 6-4 6-4,3,R16,120.0,6.0,2.0,89.0,64.0,49.0,14.0,16.0,4.0,6.0,14.0,1.0,90.0,58.0,46.0,13.0,16.0,3.0,6.0
2026-424,Dallas,Hard,32,500,I,20260213,25,FB98,1.0,,Taylor Fritz,R,196.0,USA,28.296,7.0,3940.0,K0AH,,,Sebastian Korda,R,196.0,USA,25.61,53.0,960.0,6-7(2) 6-4 7-6(5),3,QF,149.0,22.0,3.0,116.0,86.0,69.0,12.0,17.0,4.0,4.0,12.0,0.0,103.0,69.0,57.0,19.0,17.0,1.0,2.0
2026-424,Dallas,Hard,32,500,I,20260213,26,C977,,,Marin Cilic,R,198.0,CRO,37.377,61.0,890.0,P0HT,,,Jack Pinnington Jones,R,180.0,GBR,22.877,181.0,331.0,6-1 6-4,3,QF,77.0,16.0,0.0,51.0,33.0,28.0,9.0,9.0,2.0,2.0,3.0,3.0,56.0,32.0,20.0,10.0,8.0,4.0,7.0
2026-506,Buenos Aires,Clay,28,250,O,20260213,19,U182,6.0,,Camilo Ugo Carabelli,R,185.0,ARG,26.661,47.0,1028.0,N0BS,,,Mariano Navone,R,178.0,ARG,24.961,73.0,760.0,6-2 7-5,3,R16,122.0,1.0,1.0,65.0,39.0,23.0,17.0,10.0,4.0,6.0,0.0,4.0,74.0,45.0,25.0,12.0,10.0,4.0,9.0
2026-506,Buenos Aires,Clay,28,250,O,20260213,20,B0BI,4.0,,Sebastian Baez,R,170.0,ARG,25.128,34.0,1420.0,B0ID,,,Ignacio Buse,R,183.0,PER,21.889,96.0,623.0,6-4 6-3,3,R16,83.0,1.0,1.0,49.0,31.0,23.0,12.0,9.0,1.0,2.0,2.0,0.0,62.0,41.0,21.0,13.0,10.0,4.0,8.0
2026-506,Buenos Aires,Clay,28,250,O,20260213,21,MO44,,,Pedro Martinez,R,185.0,ESP,28.802,94.0,636.0,C0C8,,,Juan Manuel Cerundolo,L,183.0,ARG,24.246,80.0,717.0,7-6(5) 6-4,3,R16,123.0,0.0,3.0,72.0,53.0,37.0,6.0,11.0,3.0,6.0,3.0,2.0,71.0,53.0,32.0,10.0,11.0,2.0,6.0
2026-506,Buenos Aires,Clay,28,250,O,20260213,22,EA24,7.0,,Tomas Martin Etcheverry,R,196.0,ARG,26.576,54.0,945.0,TE30,,,Alejandro Tabilo,L,188.0,CHI,28.701,71.0,774.0,1-6 6-3 6-4,3,QF,126.0,9.0,0.0,80.0,56.0,39.0,12.0,13.0,2.0,5.0,2.0,3.0,70.0,45.0,29.0,15.0,13.0,0.0,3.0
2026-506,Buenos Aires,Clay,28,250,O,20260213,23,C0AU,1.0,,Francisco Cerundolo,R,185.0,ARG,27.504,19.0,2135.0,KI82,,,Vit Kopriva,R,178.0,CZE,28.665,95.0,632.0,6-4 6-3,3,QF,97.0,3.0,2.0,62.0,38.0,28.0,10.0,10.0,3.0,6.0,2.0,4.0,67.0,42.0,26.0,6.0,9.0,7.0,12.0
2026-407,Rotterdam,Hard,32,500,I,20260214,28,BK92,3.0,,Alexander Bublik,R,196.0,KAZ,28.663,10.0,3235.0,MU94,,,Jaume Munar,R,183.0,ESP,28.78,37.0,1185.0,6-4 6-7(4) 7-6(3),3,QF,162.0,10.0,7.0,113.0,61.0,50.0,31.0,17.0,10.0,11.0,8.0,1.0,110.0,61.0,48.0,26.0,17.0,4.0,6.0
2026-407,Rotterdam,Hard,32,500,I,20260214,29,DH58,1.0,,Alex De Minaur,R,183.0,AUS,26.992,8.0,3835.0,HH26,,,Ugo Humbert,L,188.0,FRA,27.639,36.0,1335.0,6-4 6-3,3,SF,92.0,1.0,2.0,76.0,51.0,34.0,14.0,9.0,10.0,10.0,0.0,2.0,52.0,29.0,20.0,15.0,10.0,1.0,4.0
2026-424,Dallas,Hard,32,500,I,20260214,27,S0S1,2.0,,Ben Shelton,L,193.0,USA,23.351,9.0,3560.0,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.459,66.0,820.0,5-7 6-3 6-4,3,QF,118.0,14.0,7.0,90.0,64.0,59.0,8.0,16.0,1.0,2.0,7.0,2.0,85.0,51.0,44.0,16.0,15.0,3.0,5.0
